"Activity ID","Name","Start","Finish","Duration","Trade/Area","Predicted Location","Predicted Trade Name"
"CON-4715","DCH2-FRP SOG #23","2025-11-07","2025-11-07","16","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-4930","DCH2-FRP SOG #22","2025-11-07","2025-11-07","16","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-5565","EYD1-Set Equipment GPS1 (E-House)","2025-11-07","2025-11-07","40","UNO3A > 05 > 07 > 01 > 2","EYD1 Gen Yard",""
"CON-2345","EYD1-Lift Prep to Set Equipment USS 1-26","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2","EYD1 Gen Yard",""
"CON-7185","EYD2-Set Equipment SSS2 A/B (E-House)","2025-11-07","2025-11-07","32","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-7595","EYD2-Set Equipment GPS2","2025-11-07","2025-11-07","32","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-6105-BB","EYD2-Set Equipment USS 27 to 52 (original)","2025-11-07","2025-11-07","160","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-2580","DCH1-Drain Tile-East","2025-11-07","2025-11-07","40","UNO3A > 05 > 04 > 05 > 03","DCH1",""
"CON-1110","DCH1-Deep UG Plumbing & Drain Tile-South","2025-11-07","2025-11-07","72","UNO3A > 05 > 04 > 05 > 03","DCH1",""
"CON-2645","DCH1-Deep UG Plumbing & Drain Tile-North","2025-11-07","2025-11-07","88","UNO3A > 05 > 04 > 05 > 03","DCH1",""
"CON-1510","EYD1-FRP Gen 1 Pad","2025-11-07","2025-11-07","88","UNO3A > 05 > 07 > 01 > 3","EYD1 Gen Yard","Generator Placement"
"CON-1620","EYD1-FRP Gen 2 Pad","2025-11-07","2025-11-07","88","UNO3A > 05 > 07 > 01 > 3","EYD1 Gen Yard","Generator Placement"
"CON-1560","EYD1-FRP Gen 3 Pad","2025-11-07","2025-11-07","120","UNO3A > 05 > 07 > 01 > 3","EYD1 Gen Yard","Generator Placement"
"CON-1675","EYD1-FRP Gen 4 Pad","2025-11-07","2025-11-07","120","UNO3A > 05 > 07 > 01 > 3","EYD1 Gen Yard","Generator Placement"
"CON-1775","EYD1-FRP Gen 5 Pad","2025-11-07","2025-11-07","136","UNO3A > 05 > 07 > 01 > 3","EYD1 Gen Yard","Generator Placement"
"CON-1725","EYD1-FRP Gen 6 Pad","2025-11-07","2025-11-07","24","UNO3A > 05 > 07 > 01 > 3","EYD1 Gen Yard","Generator Placement"
"CON-1805","EYD1-FRP Gen 7 Pad","2025-11-07","2025-11-07","24","UNO3A > 05 > 07 > 01 > 3","EYD1 Gen Yard","Generator Placement"
"CON-1870","EYD1-FRP Gen 8 Pad","2025-11-07","2025-11-07","40","UNO3A > 05 > 07 > 01 > 3","EYD1 Gen Yard","Generator Placement"
"CON-1895","EYD2-FRP Gen 10 Pad","2025-11-07","2025-11-07","104","UNO3A > 05 > 07 > 02 > 3","EYD2 Gen Yard","Generator Placement"
"CON-1975","EYD2-FRP Gen 11 Pad","2025-11-07","2025-11-07","136","UNO3A > 05 > 07 > 02 > 3","EYD2 Gen Yard","Generator Placement"
"CON-1935","EYD2-FRP Gen 12 Pad","2025-11-07","2025-11-07","104","UNO3A > 05 > 07 > 02 > 3","EYD2 Gen Yard","Generator Placement"
"CON-2000","EYD2-FRP Gen 13 Pad","2025-11-07","2025-11-07","184","UNO3A > 05 > 07 > 02 > 3","EYD2 Gen Yard","Generator Placement"
"CON-2085","EYD2-FRP Gen 14 Pad","2025-11-07","2025-11-07","64","UNO3A > 05 > 07 > 02 > 3","EYD2 Gen Yard","Generator Placement"
"CON-2050","EYD2-FRP Gen 15 Pad","2025-11-07","2025-11-07","128","UNO3A > 05 > 07 > 02 > 3","EYD2 Gen Yard","Generator Placement"
"CON-2180","EYD2-FRP Gen 16 Pad","2025-11-07","2025-11-07","144","UNO3A > 05 > 07 > 02 > 3","EYD2 Gen Yard","Generator Placement"
"CON-2265","EYD2-FRP Gen 17 Pad","2025-11-07","2025-11-07","48","UNO3A > 05 > 07 > 02 > 3","EYD2 Gen Yard","Generator Placement"
"CON-1835","EYD1-FRP Gen 9 Pad","2025-11-07","2025-11-07","72","UNO3A > 05 > 07 > 01 > 3","EYD1 Gen Yard","Generator Placement"
"CON-2230","EYD2-FRP Gen 18 Pad","2025-11-07","2025-11-07","64","UNO3A > 05 > 07 > 02 > 3","EYD2 Gen Yard","Generator Placement"
"CON-1410","EYD2-FRP USS Pads Group 9","2025-11-07","2025-11-07","24","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-1565","EYD1-FRP USS Pads Group 5","2025-11-07","2025-11-07","32","UNO3A > 05 > 07 > 01 > 2","EYD1 Gen Yard",""
"CON-1625","EYD1-FRP USS Pads Group 6","2025-11-07","2025-11-07","32","UNO3A > 05 > 07 > 01 > 2","EYD1 Gen Yard",""
"CON-1680","EYD1-FRP USS Pads Group 2","2025-11-07","2025-11-07","16","UNO3A > 05 > 07 > 01 > 2","EYD1 Gen Yard",""
"CON-1730","EYD1-FRP USS Pads Group 3","2025-11-07","2025-11-07","24","UNO3A > 05 > 07 > 01 > 2","EYD1 Gen Yard",""
"CON-1780","EYD2-FRP USS Pads Group 8","2025-11-07","2025-11-07","16","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-1810","EYD1-FRP USS Pads Group 7","2025-11-07","2025-11-07","24","UNO3A > 05 > 07 > 01 > 2","EYD1 Gen Yard",""
"CON-1840","EYD1-FRP USS Pads Group 1 (MDA Ped.)","2025-11-07","2025-11-07","104","UNO3A > 05 > 07 > 01 > 2","EYD1 Gen Yard",""
"CON-2235","EYD2-FRP USS Pads Group 13","2025-11-07","2025-11-07","32","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-2270","EYD2-FRP USS Pads Group 12","2025-11-07","2025-11-07","32","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-2305","EYD2-FRP USS Pads Group 11","2025-11-07","2025-11-07","24","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-2365","EYD2-FRP USS Pads Group 10","2025-11-07","2025-11-07","24","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-1875","EYD1-FRP USS Pads Group 4","2025-11-07","2025-11-07","32","UNO3A > 05 > 07 > 01 > 2","EYD1 Gen Yard",""
"CON-4290","MCP-1-Underslab Storm","2025-11-07","2025-11-07","40","UNO3A > 05 > 08 > 1 > 1 > 4","MYD1 MCP","Concrete Pour"
"CON-4530","Underslab Storm MCP-02","2025-11-07","2025-11-07","40","UNO3A > 05 > 08 > 1 > 1 > 1","MYD1 MCP","Concrete Pour"
"CON-4745","Underslab Storm MCP-04","2025-11-07","2025-11-07","48","UNO3A > 05 > 08 > 1 > 1 > 2","MYD1 MCP","Concrete Pour"
"CON-5080","Underslab Storm MCP-06","2025-11-07","2025-11-07","48","UNO3A > 05 > 08 > 1 > 1 > 3","MYD1 MCP","Concrete Pour"
"CON-1385","DCH1-Deep UG Electrical-North","2025-11-07","2025-11-07","40","UNO3A > 05 > 04 > 05 > 03","DCH1",""
"CON-3170","DCH1-UG Faith-Ductbank 7.8 (A-E) SOG","2025-11-07","2025-11-07","112","UNO3A > 05 > 04 > 05 > 03","DCH1",""
"CON-3225","DCH1-UG Interstate-Ductbank A-E (3/4) SOG","2025-11-07","2025-11-07","32","UNO3A > 05 > 04 > 05 > 03","DCH1",""
"CON-3360","DCH1-UG Faith-Ductbank C.2 (2/3-8/9) SOG","2025-11-07","2025-11-07","56","UNO3A > 05 > 04 > 05 > 03","DCH1",""
"CON-1080","DCH2-Deep UG Plumbing & Drain Tile-South","2025-11-07","2025-11-07","40","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-2400","DCH2-Deep UG Plumbing & Drain Tile-North East","2025-11-07","2025-11-07","72","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-2490","DCH2-Deep UG Plumbing & Drain Tile-West","2025-11-07","2025-11-07","64","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-2395","DCH2-Deep UG Electrical-South","2025-11-07","2025-11-07","40","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-3545","DCH2-UG Faith-Ductbank 9.1 (A-E) SOG","2025-11-07","2025-11-07","32","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-3615","DCH2-UG Faith-Ductbank C.2 (8/9-13) SOG","2025-11-07","2025-11-07","104","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-3685","DCH2-UG Interstate-Ductbank 9.8 (A-E) SOG","2025-11-07","2025-11-07","32","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-3790","DCH2-UG Interstate-Ductbank 10.4 (A-E) SOG","2025-11-07","2025-11-07","48","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-3885","DCH2-UG Interstate-Ductbank 10.6 (A-E) SOG","2025-11-07","2025-11-07","48","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-3980","DCH2-UG Interstate-Ductbank 11.5 (A-E) SOG","2025-11-07","2025-11-07","56","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-4095","DCH2-UG Interstate-Ductbank 12.3 (A-E) SOG","2025-11-07","2025-11-07","88","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-4210","DCH2-UG Interstate-Ductbank 12.8 (A-E) SOG","2025-11-07","2025-11-07","88","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-4305","DCH2-UG Interstate-Ductbank B.8 (8/9-13) SOG","2025-11-07","2025-11-07","104","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-4445","DCH2-Install Sub-Soil Drainage","2025-11-07","2025-11-07","120","UNO3A > 05 > 04 > 05 > 04","DCH2","Backfill"
"CON-1500","DCH1-FRP Footings-Pour #14-East","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 2","DCH1","Concrete Pour"
"CON-1530","DCH1-Strip/Cure Footings-Pour #13-South","2025-11-07","2025-11-07","24","UNO3A > 05 > 04 > 02 > 2","DCH1","Concrete Pour"
"CON-1555","DCH1-Strip/Cure Footings-Pour #14-East","2025-11-07","2025-11-07","32","UNO3A > 05 > 04 > 02 > 2","DCH1","Concrete Pour"
"CON-1520","DCH2-FRP Footings-Pour #15-South","2025-11-07","2025-11-07","16","UNO3A > 05 > 04 > 02 > 3","DCH2","Concrete Pour"
"CON-1700","DCH2-Strip/Cure Footings-Pour #15-South","2025-11-07","2025-11-07","40","UNO3A > 05 > 04 > 02 > 3","DCH2","Concrete Pour"
"CON-1550","DCH2-FRP Footings-Pour #16-South","2025-11-07","2025-11-07","16","UNO3A > 05 > 04 > 02 > 3","DCH2","Concrete Pour"
"CON-1595","DCH2-Strip/Cure Footings-Pour #16-South","2025-11-07","2025-11-07","32","UNO3A > 05 > 04 > 02 > 3","DCH2","Concrete Pour"
"CON-1585","DCH2-FRP Footings-Pour #17-East","2025-11-07","2025-11-07","16","UNO3A > 05 > 04 > 02 > 3","DCH2","Concrete Pour"
"CON-1650","DCH2-Strip/Cure Footings-Pour #17-East","2025-11-07","2025-11-07","40","UNO3A > 05 > 04 > 02 > 3","DCH2","Concrete Pour"
"CON-1605","DCH2-FRP Footings-Pour #18-East","2025-11-07","2025-11-07","16","UNO3A > 05 > 04 > 02 > 3","DCH2","Concrete Pour"
"CON-1665","DCH2-Strip/Cure Footings-Pour #18-East","2025-11-07","2025-11-07","32","UNO3A > 05 > 04 > 02 > 3","DCH2","Concrete Pour"
"CON-1640","DCH2-FRP Footings-Pour #19-North","2025-11-07","2025-11-07","32","UNO3A > 05 > 04 > 02 > 3","DCH2","Concrete Pour"
"CON-1705","DCH2-Strip/Cure Footings-Pour #19-North","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 3","DCH2","Concrete Pour"
"CON-1660","DCH2-FRP Footings-Pour #20-North","2025-11-07","2025-11-07","16","UNO3A > 05 > 04 > 02 > 3","DCH2","Concrete Pour"
"CON-1720","DCH2-Strip/Cure Footings-Pour #20-North","2025-11-07","2025-11-07","24","UNO3A > 05 > 04 > 02 > 3","DCH2","Concrete Pour"
"CON-1695","DCH1-FRP Footings-Pour #21-Internal","2025-11-07","2025-11-07","16","UNO3A > 05 > 04 > 02 > 2","DCH1","Concrete Pour"
"CON-1745","DCH1-Strip/Cure Footings-Pour #21-Internal","2025-11-07","2025-11-07","40","UNO3A > 05 > 04 > 02 > 2","DCH1","Concrete Pour"
"CON-1715","DCH2-FRP Footings-Pour #22-Internal","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 3","DCH2","Concrete Pour"
"CON-1765","DCH2-Strip/Cure Footings-Pour #22-Internal","2025-11-07","2025-11-07","32","UNO3A > 05 > 04 > 02 > 3","DCH2","Concrete Pour"
"CON-2770","DCH1-Backfill/Fine Grade SOG pour 4","2025-11-07","2025-11-07","24","UNO3A > 05 > 04 > 05 > 03","DCH1","Backfill"
"CON-3160","DCH1-Cure Slab on Grade Pour 4","2025-11-07","2025-11-07","48","UNO3A > 05 > 04 > 05 > 03","DCH1","Concrete Pour"
"CON-3215","DCH1-Cure Slab on Grade Pour 5","2025-11-07","2025-11-07","64","UNO3A > 05 > 04 > 05 > 03","DCH1","Concrete Pour"
"CON-3275","DCH1-Cure Slab on Grade Pour 7","2025-11-07","2025-11-07","40","UNO3A > 05 > 04 > 05 > 03","DCH1","Concrete Pour"
"CON-3435","DCH1-Cure Slab on Grade Pour 6","2025-11-07","2025-11-07","48","UNO3A > 05 > 04 > 05 > 03","DCH1","Concrete Pour"
"CON-3515","DCH1-Cure Slab on Grade Pour 8","2025-11-07","2025-11-07","40","UNO3A > 05 > 04 > 05 > 03","DCH1","Concrete Pour"
"CON-3605","DCH1-Cure Slab on Grade Pour 9","2025-11-07","2025-11-07","32","UNO3A > 05 > 04 > 05 > 03","DCH1","Concrete Pour"
"CON-3675","DCH1-Cure Slab on Grade Pour 11","2025-11-07","2025-11-07","48","UNO3A > 05 > 04 > 05 > 03","DCH1","Concrete Pour"
"CON-3780","DCH1-Cure Slab on Grade Pour 10","2025-11-07","2025-11-07","32","UNO3A > 05 > 04 > 05 > 03","DCH1","Concrete Pour"
"CON-3875","DCH1-Cure Slab on Grade Pour 12","2025-11-07","2025-11-07","24","UNO3A > 05 > 04 > 05 > 03","DCH1","Concrete Pour"
"CON-3945","DCH1-Cure Slab on Grade Pour 13","2025-11-07","2025-11-07","32","UNO3A > 05 > 04 > 05 > 03","DCH1","Concrete Pour"
"CON-4070","DCH2-Cure SOG #15","2025-11-07","2025-11-07","56","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-4180","DCH2-Cure SOG #14","2025-11-07","2025-11-07","56","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-4250","DCH2-Cure SOG #16","2025-11-07","2025-11-07","32","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-4425","DCH2-Cure SOG #17","2025-11-07","2025-11-07","24","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-4575","DCH2-Cure SOG #19","2025-11-07","2025-11-07","24","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-4680","DCH2-Cure SOG #18","2025-11-07","2025-11-07","24","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-4835","DCH2-Cure SOG #20","2025-11-07","2025-11-07","24","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-5070","DCH2-Cure SOG #21","2025-11-07","2025-11-07","24","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-5200","DCH2-Cure SOG #23","2025-11-07","2025-11-07","24","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-5380","DCH2-Cure SOG #22","2025-11-07","2025-11-07","24","UNO3A > 05 > 04 > 05 > 04","DCH2",""
"CON-1285","DCH1-Strip/Cure Footings-Pour #03-1 North","2025-11-07","2025-11-07","32","UNO3A > 05 > 04 > 02 > 2","DCH1","Concrete Pour"
"CON-1505","DCH1-Strip/Cure Footings-Pour #12-South","2025-11-07","2025-11-07","16","UNO3A > 05 > 04 > 02 > 2","DCH1","Concrete Pour"
"CON-2585","DCH1-Install Vapor Barrier-South","2025-11-07","2025-11-07","48","UNO3A > 05 > 05 > 2 > 2","DCH1","Concrete Rebar"
"CON-2650","DCH1-Install Vapor Barrier-North","2025-11-07","2025-11-07","40","UNO3A > 05 > 05 > 2 > 2","DCH1","Concrete Rebar"
"CON-3055","DCH2-Install Vapor Barrier-South","2025-11-07","2025-11-07","24","UNO3A > 05 > 05 > 2 > 3","DCH2","Concrete Rebar"
"CON-3140","DCH2-Install Vapor Barrier-North","2025-11-07","2025-11-07","56","UNO3A > 05 > 05 > 2 > 3","DCH2","Concrete Rebar"
"CON-3475","DCH1-Install Insulation & Membrane-South","2025-11-07","2025-11-07","128","UNO3A > 05 > 05 > 2 > 2","DCH1","Roofing Membrane"
"CON-3805","DCH1-Install Insulation & Membrane-North","2025-11-07","2025-11-07","112","UNO3A > 05 > 05 > 2 > 2","DCH1","Roofing Membrane"
"CON-4495","DCH2-Install Insulation & Membrane-South","2025-11-07","2025-11-07","64","UNO3A > 05 > 05 > 2 > 3","DCH2","Roofing Membrane"
"CON-4750","DCH2-Install Insulation & Membrane-North","2025-11-07","2025-11-07","64","UNO3A > 05 > 05 > 2 > 3","DCH2","Roofing Membrane"
"CON-2625","EYD1-DCH1-Ext.Vertical Joint Caulking-North","2025-11-07","2025-11-07","328","UNO3A > 05 > 07 > 01 > 2","EYD1 Gen Yard",""
"CON-3005","DCH2-Ext.Vertical Joint Caulking-South","2025-11-07","2025-11-07","64","UNO3A > 05 > 05 > 1","DCH2",""
"CON-2575","EYD1-Ext.Vertical Joint Caulking-FSA North","2025-11-07","2025-11-07","0","UNO3A > 05 > 07 > 01 > 2","EYD1 Gen Yard",""
"CON-2275","DCH1-Int.Vertical Joint Sealant-West","2025-11-07","2025-11-07","32","UNO3A > 05 > 05 > 3","DCH1",""
"CON-2465","DCH1-Int.Vertical Joint Sealant-East","2025-11-07","2025-11-07","56","UNO3A > 05 > 05 > 3","DCH1",""
"CON-2915","EYD2-DCH2-Ext.Vertical Joint Caulking-North","2025-11-07","2025-11-07","40","UNO3A > 05 > 07 > 02 > 4","EYD2 Gen Yard",""
"CON-2665","DCH2-Int.Vertical Joint Sealant-West","2025-11-07","2025-11-07","56","UNO3A > 05 > 05 > 3","DCH2",""
"CON-2795","DCH2-Int.Vertical Joint Sealant-East","2025-11-07","2025-11-07","56","UNO3A > 05 > 05 > 3","DCH2",""
"CON-2655","Remove Steel Braces-DCH2","2025-11-07","2025-11-07","24","UNO3A > 05 > 04 > 04","DCH2","Structural Steel"
"PRO-29660","MYD1-Underground-Model Population","2025-11-07","2025-11-07","80","UNO3A > 04 > 03 > 03 > 01 > 04","MYD1 MCP",""
"PRO-29670","MYD1-Underground-Coordination Sign-Off","2025-11-07","2025-11-07","200","UNO3A > 04 > 03 > 03 > 01 > 04","MYD1 MCP",""
"PRO-29680","MYD1-Underground-Layout/Install Drawings-Create","2025-11-07","2025-11-07","120","UNO3A > 04 > 03 > 03 > 01 > 04","MYD1 MCP",""
"PRO-29690","MYD1-Underground-Layout/Install Drawings-Review & Approval","2025-11-07","2025-11-07","40","UNO3A > 04 > 03 > 03 > 01 > 04","MYD1 MCP",""
"PRO-29710","EYD1-Conveyance-Model Population","2025-11-07","2025-11-07","624","UNO3A > 04 > 03 > 03 > 01 > 03","EYD1 Gen Yard","Conveyance"
"PRO-29720","EYD1-Conveyance-Coordination Sign-Off","2025-11-07","2025-11-07","32","UNO3A > 04 > 03 > 03 > 01 > 03","EYD1 Gen Yard","Conveyance"
"PRO-29730","EYD1-Conveyance-Layout/Install Drawings-Create","2025-11-07","2025-11-07","32","UNO3A > 04 > 03 > 03 > 01 > 03","EYD1 Gen Yard","Conveyance"
"PRO-29740","EYD1-Conveyance-Layout/Install Drawings-Review & Approval","2025-11-07","2025-11-07","16","UNO3A > 04 > 03 > 03 > 01 > 03","EYD1 Gen Yard","Conveyance"
"PRO-29750","MYD1-Conveyance-Model Population","2025-11-07","2025-11-07","120","UNO3A > 04 > 03 > 03 > 01 > 05","MYD1 MCP","Conveyance"
"PRO-29760","MYD1-Conveyance-Coordination Sign-Off","2025-11-07","2025-11-07","80","UNO3A > 04 > 03 > 03 > 01 > 05","MYD1 MCP","Conveyance"
"PRO-29770","MYD1-Conveyance-Layout/Install Drawings-Create","2025-11-07","2025-11-07","80","UNO3A > 04 > 03 > 03 > 01 > 05","MYD1 MCP","Conveyance"
"PRO-29780","MYD1-Conveyance-Layout/Install Drawings-Review & Approval","2025-11-07","2025-11-07","40","UNO3A > 04 > 03 > 03 > 01 > 05","MYD1 MCP","Conveyance"
"PRO-29830","DCH1-Overhead-Model Population","2025-11-07","2025-11-07","112","UNO3A > 04 > 03 > 03 > 01 > 07","DCH1",""
"PRO-29840","DCH1-Overhead-Coordination Sign-Off","2025-11-07","2025-11-07","256","UNO3A > 04 > 03 > 03 > 01 > 07","DCH1",""
"PRO-29850","DCH1-Overhead-Layout/Install Drawings-Create","2025-11-07","2025-11-07","400","UNO3A > 04 > 03 > 03 > 01 > 07","DCH1",""
"PRO-29860","DCH1-Overhead-Layout/Install Drawings-Review & Approval","2025-11-07","2025-11-07","40","UNO3A > 04 > 03 > 03 > 01 > 07 > 01","DCH1",""
"PRO-29870","DCH2-Overhead-Model Population","2025-11-07","2025-11-07","200","UNO3A > 04 > 03 > 03 > 01 > 08","DCH2",""
"PRO-29880","DCH2-Overhead-Coordination Sign-Off","2025-11-07","2025-11-07","448","UNO3A > 04 > 03 > 03 > 01 > 08","DCH2",""
"PRO-29890","DCH2-Overhead-Layout/Install Drawings-Create","2025-11-07","2025-11-07","80","UNO3A > 04 > 03 > 03 > 01 > 08 > 01","DCH2",""
"PRO-29900","DCH2-Overhead-Layout/Install Drawings-Review & Approval","2025-11-07","2025-11-07","40","UNO3A > 04 > 03 > 03 > 01 > 08 > 01","DCH2",""
"PRO-29960","EYD1-31.02-Drilled Piers-Fab/Deliver","2025-11-07","2025-11-07","160","UNO3A > 04 > 03 > 03 > 02 > 11","EYD1 Gen Yard","Structural Piles"
"PRO-29980","EYD1-31.02-Drilled Piers-Review/Approval Shop Drawings","2025-11-07","2025-11-07","272","UNO3A > 04 > 03 > 03 > 02 > 11","EYD1 Gen Yard","Structural Piles"
"PRO-30370","Fire Pump House & Tank-Shop Drawings","2025-11-07","2025-11-07","432","UNO3A > 04 > 03 > 03 > 02 > 18 > 1","Fire Pump House","Booster Pump System Installation"
"PRO-30380","Fire Pump House & Tank-Shop Drawings Review/Approval","2025-11-07","2025-11-07","48","UNO3A > 04 > 03 > 03 > 02 > 18 > 1","Fire Pump House","Booster Pump System Installation"
"CON-4985","MCP-1-Backfill Pad-MCP01&2","2025-11-07","2025-11-07","32","UNO3A > 05 > 08 > 1 > 1 > 4","MYD1 MCP","Backfill"
"CON-5275","Backfill Pad-MCP-04/UTC 04","2025-11-07","2025-11-07","32","UNO3A > 05 > 08 > 1 > 1 > 2","MYD1 MCP","Backfill"
"CON-3465","MCP-1-Excavate-MCP01&2","2025-11-07","2025-11-07","16","UNO3A > 05 > 08 > 1 > 1 > 4","MYD1 MCP",""
"CON-4740","MCP-1-FRP Pad-MCP01&2","2025-11-07","2025-11-07","72","UNO3A > 05 > 08 > 1 > 1 > 4","MYD1 MCP",""
"CON-3560","Excavate-MCP-04/UTC 04","2025-11-07","2025-11-07","16","UNO3A > 05 > 08 > 1 > 1 > 2","MYD1 MCP",""
"CON-5110","FRP Pad-MCP-04/UTC 04","2025-11-07","2025-11-07","72","UNO3A > 05 > 08 > 1 > 1 > 2","MYD1 MCP",""
"CON-3620","Excavate-MCP-06&7/UTC 06&7","2025-11-07","2025-11-07","16","UNO3A > 05 > 08 > 1 > 1 > 3","MYD1 MCP",""
"CON-5330","FRP Pad-MCP 06&7/UTC 06&7","2025-11-07","2025-11-07","64","UNO3A > 05 > 08 > 1 > 1 > 3","MYD1 MCP",""
"CON-1200","DCH1-Structural Excavation-Pour #02-FSA North/North","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 1","DCH1","Backfill"
"CON-1215","DCH1-Structural Excavation-Pour #03-1 North","2025-11-07","2025-11-07","16","UNO3A > 05 > 04 > 02 > 2","DCH1","Backfill"
"CON-1230","DCH1-Structural Excavation-Pour #04-1 North","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 2","DCH1","Backfill"
"CON-1255","DCH1-Structural Excavation-Pour #05-1 East","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 2","DCH1","Backfill"
"CON-1425","DCH1-Structural Excavation-Pour #12-South","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 2","DCH1","Backfill"
"CON-1440","DCH1-Structural Excavation-Pour #13-South","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 2","DCH1","Backfill"
"CON-1470","DCH1-Structural Excavation-Pour #14-East","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 2","DCH1","Backfill"
"CON-1495","DCH2-Structural Excavation-Pour #15-South","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 3","DCH2","Backfill"
"CON-1515","DCH2-Structural Excavation-Pour #16-South","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 3","DCH2","Backfill"
"CON-1545","DCH2-Structural Excavation-Pour #17-East","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 3","DCH2","Backfill"
"CON-1580","DCH2-Structural Excavation-Pour #18-East","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 3","DCH2","Backfill"
"CON-1600","DCH2-Structural Excavation-Pour #19-North","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 3","DCH2","Backfill"
"CON-1635","DCH2-Structural Excavation-Pour #20-North","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 3","DCH2","Backfill"
"CON-1655","DCH1-Structural Excavation-Pour #21-Internal","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 2","DCH1","Backfill"
"CON-1690","DCH2-Structural Excavation-Pour #22-North","2025-11-07","2025-11-07","8","UNO3A > 05 > 04 > 02 > 3","DCH2","Backfill"
"CON-1170","EYD1-Water/Fire Water Seq.6-West Ring Road","2025-11-07","2025-11-07","152","UNO3A > 05 > 10 > 3 > 14","EYD1 Gen Yard",""
"CON-1075","EYD1-Storm Seq.2 USS","2025-11-07","2025-11-07","72","UNO3A > 05 > 10 > 3 > 05","EYD1 Gen Yard",""
"CON-2170","EYD1-MV Trench Seq.6 USS-Phase 1","2025-11-07","2025-11-07","32","UNO3A > 05 > 10 > 3 > 05","EYD1 Gen Yard",""
"CON-1065","EYD1-Storm Seq.3-West Ring Road","2025-11-07","2025-11-07","64","UNO3A > 05 > 10 > 3 > 09","EYD1 Gen Yard",""
"CON-5625","MYD1-MV Duct Bank Seq.3-USS","2025-11-07","2025-11-07","120","UNO3A > 05 > 10 > 3 > 10","MYD1 MCP",""
"CON-1185","MYD1-Water/Fire Water Seq.4","2025-11-07","2025-11-07","80","UNO3A > 05 > 10 > 3 > 10","MYD1 MCP",""
"CON-2670","EYD1-Water/Fire Water Seq.3-West","2025-11-07","2025-11-07","160","UNO3A > 05 > 10 > 3 > 05","EYD1 Gen Yard",""
"CON-6525","MYD1-MV Trench Seq.4-USS","2025-11-07","2025-11-07","144","UNO3A > 05 > 10 > 3 > 10","MYD1 MCP",""
