date,location,trade,status
2025/06/20,RECORDS STORAGE 133,Wall Prime Paint,complete
2025/06/20,RECORDS SUPERVISOR 131,In Wall Insulation,no data
2025/06/20,RECORDS SUPERVISOR 131,Overhead Duct Insulation,no data
2025/06/20,RECORDS SUPERVISOR 131,Overhead Duct Rough In,no data
2025/06/20,RECORDS SUPERVISOR 131,Overhead Plumbing,no data
2025/06/20,RECORDS SUPERVISOR 131,Wall Drywall,complete
2025/06/20,RECORDS SUPERVISOR 131,Wall Drywall Finish,complete
2025/06/20,RECORDS SUPERVISOR 131,Wall Prime Paint,complete
2025/06/20,RECORDS SUPERVISOR 132,In Wall Insulation,no data
2025/06/20,RECORDS SUPERVISOR 132,Overhead Duct Insulation,no data
2025/06/20,RECORDS SUPERVISOR 132,Overhead Duct Rough In,no data
2025/06/20,RECORDS SUPERVISOR 132,Overhead Plumbing,not started
2025/06/20,RECORDS SUPERVISOR 132,Wall Drywall,complete
2025/06/20,RECORDS SUPERVISOR 132,Wall Drywall Finish,complete
2025/06/20,RECORDS SUPERVISOR 132,Wall Prime Paint,complete
2025/06/20,RESTROOM 183,In Wall Insulation,complete
2025/06/20,RESTROOM 183,Overhead Duct Insulation,complete
2025/06/20,RESTROOM 183,Overhead Duct Rough In,complete
2025/06/20,RESTROOM 183,Overhead Plumbing,complete
2025/06/20,RESTROOM 183,Wall Drywall,complete
2025/06/20,RESTROOM 183,Wall Drywall Finish,in progress
2025/06/20,RESTROOM 183,Wall Prime Paint,not started
2025/06/20,Risk Management - 158,In Wall Insulation,complete
2025/06/20,Risk Management - 158,Overhead Duct Insulation,not started
2025/06/20,Risk Management - 158,Overhead Duct Rough In,in progress
2025/06/20,Risk Management - 158,Overhead Plumbing,complete
2025/06/20,Risk Management - 158,Wall Drywall,complete
2025/06/20,Risk Management - 158,Wall Drywall Finish,in progress
2025/06/20,Risk Management - 158,Wall Prime Paint,not started
2025/06/20,SALLY PORT 105,In Wall Insulation,not started
2025/06/20,SALLY PORT 105,Overhead Duct Insulation,in progress
2025/06/20,SALLY PORT 105,Overhead Duct Rough In,no data
2025/06/20,SALLY PORT 105,Overhead Plumbing,no data
2025/06/20,SALLY PORT 105,Wall Drywall,not started
2025/06/20,SALLY PORT 105,Wall Drywall Finish,not started
2025/06/20,SALLY PORT 105,Wall Prime Paint,not started
2025/06/20,SANE EXAM ROOM 168,In Wall Insulation,complete
2025/06/20,SANE EXAM ROOM 168,Overhead Duct Insulation,no data
2025/06/20,SANE EXAM ROOM 168,Overhead Duct Rough In,in progress
2025/06/20,SANE EXAM ROOM 168,Overhead Plumbing,no data
2025/06/20,SANE EXAM ROOM 168,Wall Drywall,complete
2025/06/20,SANE EXAM ROOM 168,Wall Drywall Finish,complete
2025/06/20,SANE EXAM ROOM 168,Wall Prime Paint,complete
2025/06/20,SGT 171,In Wall Insulation,no data
2025/06/20,SGT 171,Overhead Duct Insulation,no data
2025/06/20,SGT 171,Overhead Duct Rough In,no data
2025/06/20,SGT 171,Overhead Plumbing,no data
2025/06/20,SGT 171,Wall Drywall,complete
2025/06/20,SGT 171,Wall Drywall Finish,complete
2025/06/20,SGT 171,Wall Prime Paint,complete
2025/06/20,SGT 172,In Wall Insulation,complete
2025/06/20,SGT 172,Overhead Duct Insulation,no data
2025/06/20,SGT 172,Overhead Duct Rough In,no data
2025/06/20,SGT 172,Overhead Plumbing,no data
2025/06/20,SGT 172,Wall Drywall,complete
2025/06/20,SGT 172,Wall Drywall Finish,complete
2025/06/20,SGT 172,Wall Prime Paint,complete
2025/06/20,SHIPPING STORAGE 190,In Wall Insulation,complete
2025/06/20,SHIPPING STORAGE 190,Overhead Duct Insulation,no data
2025/06/20,SHIPPING STORAGE 190,Overhead Duct Rough In,no data
2025/06/20,SHIPPING STORAGE 190,Overhead Plumbing,no data
2025/06/20,SHIPPING STORAGE 190,Wall Drywall,complete
2025/06/20,SHIPPING STORAGE 190,Wall Drywall Finish,in progress
2025/06/20,SHIPPING STORAGE 190,Wall Prime Paint,not started
2025/06/20,SHOP FORMAN 184,In Wall Insulation,complete
2025/06/20,SHOP FORMAN 184,Overhead Duct Insulation,no data
2025/06/20,SHOP FORMAN 184,Overhead Duct Rough In,no data
2025/06/20,SHOP FORMAN 184,Overhead Plumbing,no data
2025/06/20,SHOP FORMAN 184,Wall Drywall,complete
2025/06/20,SHOP FORMAN 184,Wall Drywall Finish,in progress
2025/06/20,SHOP FORMAN 184,Wall Prime Paint,not started
2025/06/20,SOFT INTERVIEW 161,In Wall Insulation,complete
2025/06/20,SOFT INTERVIEW 161,Overhead Duct Insulation,no data
2025/06/20,SOFT INTERVIEW 161,Overhead Duct Rough In,in progress
2025/06/20,SOFT INTERVIEW 161,Overhead Plumbing,complete
2025/06/20,SOFT INTERVIEW 161,Wall Drywall,complete
2025/06/20,SOFT INTERVIEW 161,Wall Drywall Finish,complete
2025/06/20,SOFT INTERVIEW 161,Wall Prime Paint,complete
2025/06/20,SOFT INTERVIEW 162,In Wall Insulation,complete
2025/06/20,SOFT INTERVIEW 162,Overhead Duct Insulation,no data
2025/06/20,SOFT INTERVIEW 162,Overhead Duct Rough In,no data
2025/06/20,SOFT INTERVIEW 162,Overhead Plumbing,complete
2025/06/20,SOFT INTERVIEW 162,Wall Drywall,complete
2025/06/20,SOFT INTERVIEW 162,Wall Drywall Finish,complete
2025/06/20,SOFT INTERVIEW 162,Wall Prime Paint,complete
2025/06/20,SPECIAL OPERATION LT 143,In Wall Insulation,no data
2025/06/20,SPECIAL OPERATION LT 143,Overhead Duct Insulation,no data
2025/06/20,SPECIAL OPERATION LT 143,Overhead Duct Rough In,no data
2025/06/20,SPECIAL OPERATION LT 143,Overhead Plumbing,no data
2025/06/20,SPECIAL OPERATION LT 143,Wall Drywall,complete
2025/06/20,SPECIAL OPERATION LT 143,Wall Drywall Finish,complete
2025/06/20,SPECIAL OPERATION LT 143,Wall Prime Paint,complete
2025/06/20,STAIR A,In Wall Insulation,no data
2025/06/20,STAIR A,Overhead Duct Insulation,no data
2025/06/20,STAIR A,Overhead Duct Rough In,no data
2025/06/20,STAIR A,Overhead Plumbing,in progress
2025/06/20,STAIR A,Wall Drywall,not started
2025/06/20,STAIR A,Wall Drywall Finish,not started
2025/06/20,STAIR A,Wall Prime Paint,not started
2025/06/20,STORAGE 104,In Wall Insulation,no data
2025/06/20,STORAGE 104,Overhead Duct Insulation,no data
2025/06/20,STORAGE 104,Overhead Duct Rough In,no data
2025/06/20,STORAGE 104,Overhead Plumbing,not started
2025/06/20,STORAGE 104,Wall Drywall,complete
2025/06/20,STORAGE 104,Wall Drywall Finish,complete
2025/06/20,STORAGE 104,Wall Prime Paint,in progress
2025/06/20,STORAGE 127,In Wall Insulation,no data
2025/06/20,STORAGE 127,Overhead Duct Insulation,no data
2025/06/20,STORAGE 127,Overhead Duct Rough In,no data
2025/06/20,STORAGE 127,Overhead Plumbing,not started
2025/06/20,STORAGE 127,Wall Drywall,complete
2025/06/20,STORAGE 127,Wall Drywall Finish,complete
2025/06/20,STORAGE 127,Wall Prime Paint,complete
2025/06/20,STUDIO 126,In Wall Insulation,complete
2025/06/20,STUDIO 126,Overhead Duct Insulation,complete
2025/06/20,STUDIO 126,Overhead Duct Rough In,in progress
2025/06/20,STUDIO 126,Overhead Plumbing,not started
2025/06/20,STUDIO 126,Wall Drywall,complete
2025/06/20,STUDIO 126,Wall Drywall Finish,complete
2025/06/20,STUDIO 126,Wall Prime Paint,in progress
2025/06/20,SUPERVISOR 129,In Wall Insulation,complete
2025/06/20,SUPERVISOR 129,Overhead Duct Insulation,in progress
2025/06/20,SUPERVISOR 129,Overhead Duct Rough In,in progress
2025/06/20,SUPERVISOR 129,Overhead Plumbing,not started
2025/06/20,SUPERVISOR 129,Wall Drywall,complete
2025/06/20,SUPERVISOR 129,Wall Drywall Finish,complete
2025/06/20,SUPERVISOR 129,Wall Prime Paint,complete
2025/06/20,Storage 164,In Wall Insulation,complete
2025/06/20,Storage 164,Overhead Duct Insulation,in progress
2025/06/20,Storage 164,Overhead Duct Rough In,in progress
2025/06/20,Storage 164,Overhead Plumbing,not started
2025/06/20,Storage 164,Wall Drywall,complete
2025/06/20,Storage 164,Wall Drywall Finish,complete
2025/06/20,Storage 164,Wall Prime Paint,complete
2025/06/20,Storage 177,In Wall Insulation,complete
2025/06/20,Storage 177,Overhead Duct Insulation,in progress
2025/06/20,Storage 177,Overhead Duct Rough In,in progress
2025/06/20,Storage 177,Overhead Plumbing,not started
2025/06/20,Storage 177,Wall Drywall,complete
2025/06/20,Storage 177,Wall Drywall Finish,complete
2025/06/20,Storage 177,Wall Prime Paint,complete
2025/06/20,TECHNICAL SURVEELLANCE 188,In Wall Insulation,no data
2025/06/20,TECHNICAL SURVEELLANCE 188,Overhead Duct Insulation,not started
2025/06/20,TECHNICAL SURVEELLANCE 188,Overhead Duct Rough In,no data
2025/06/20,TECHNICAL SURVEELLANCE 188,Overhead Plumbing,no data
2025/06/20,TECHNICAL SURVEELLANCE 188,Wall Drywall,complete
2025/06/20,TECHNICAL SURVEELLANCE 188,Wall Drywall Finish,in progress
2025/06/20,TECHNICAL SURVEELLANCE 188,Wall Prime Paint,not started
2025/06/20,TRAFFIC SERGEANT 141,In Wall Insulation,no data
2025/06/20,TRAFFIC SERGEANT 141,Overhead Duct Insulation,no data
2025/06/20,TRAFFIC SERGEANT 141,Overhead Duct Rough In,no data
2025/06/20,TRAFFIC SERGEANT 141,Overhead Plumbing,no data
2025/06/20,TRAFFIC SERGEANT 141,Wall Drywall,complete
2025/06/20,TRAFFIC SERGEANT 141,Wall Drywall Finish,complete
2025/06/20,TRAFFIC SERGEANT 141,Wall Prime Paint,complete
2025/06/20,TRIAGE/RECEPTION 134,In Wall Insulation,no data
2025/06/20,TRIAGE/RECEPTION 134,Overhead Duct Insulation,in progress
2025/06/20,TRIAGE/RECEPTION 134,Overhead Duct Rough In,in progress
2025/06/20,TRIAGE/RECEPTION 134,Overhead Plumbing,not started
2025/06/20,TRIAGE/RECEPTION 134,Wall Drywall,complete
2025/06/20,TRIAGE/RECEPTION 134,Wall Drywall Finish,complete
2025/06/20,TRIAGE/RECEPTION 134,Wall Prime Paint,in progress
2025/06/20,TST WORKSHOP 187,In Wall Insulation,complete
2025/06/20,TST WORKSHOP 187,Overhead Duct Insulation,no data
2025/06/20,TST WORKSHOP 187,Overhead Duct Rough In,no data
2025/06/20,TST WORKSHOP 187,Overhead Plumbing,no data
2025/06/20,TST WORKSHOP 187,Wall Drywall,complete
2025/06/20,TST WORKSHOP 187,Wall Drywall Finish,in progress
2025/06/20,TST WORKSHOP 187,Wall Prime Paint,in progress
2025/06/20,UNISEX RESTROOM 169,In Wall Insulation,complete
2025/06/20,UNISEX RESTROOM 169,Overhead Duct Insulation,no data
2025/06/20,UNISEX RESTROOM 169,Overhead Duct Rough In,complete
2025/06/20,UNISEX RESTROOM 169,Overhead Plumbing,no data
2025/06/20,UNISEX RESTROOM 169,Wall Drywall,complete
2025/06/20,UNISEX RESTROOM 169,Wall Drywall Finish,in progress
2025/06/20,UNISEX RESTROOM 169,Wall Prime Paint,not started
2025/06/20,VEHICLE MAINTENANCE BAYS 186,In Wall Insulation,no data
2025/06/20,VEHICLE MAINTENANCE BAYS 186,Overhead Duct Insulation,not started
2025/06/20,VEHICLE MAINTENANCE BAYS 186,Overhead Duct Rough In,no data
2025/06/20,VEHICLE MAINTENANCE BAYS 186,Overhead Plumbing,complete
2025/06/20,VEHICLE MAINTENANCE BAYS 186,Wall Drywall,complete
2025/06/20,VEHICLE MAINTENANCE BAYS 186,Wall Drywall Finish,in progress
2025/06/20,VEHICLE MAINTENANCE BAYS 186,Wall Prime Paint,in progress
2025/06/20,VOLUNTEER/LIGHT DUTY 140,In Wall Insulation,no data
2025/06/20,VOLUNTEER/LIGHT DUTY 140,Overhead Duct Insulation,no data
2025/06/20,VOLUNTEER/LIGHT DUTY 140,Overhead Duct Rough In,no data
2025/06/20,VOLUNTEER/LIGHT DUTY 140,Overhead Plumbing,no data
2025/06/20,VOLUNTEER/LIGHT DUTY 140,Wall Drywall,complete
2025/06/20,VOLUNTEER/LIGHT DUTY 140,Wall Drywall Finish,complete
2025/06/20,VOLUNTEER/LIGHT DUTY 140,Wall Prime Paint,complete
2025/06/20,WAITING/LOBBY 100,In Wall Insulation,not started
2025/06/20,WAITING/LOBBY 100,Overhead Duct Insulation,no data
2025/06/20,WAITING/LOBBY 100,Overhead Duct Rough In,no data
2025/06/20,WAITING/LOBBY 100,Overhead Plumbing,not started
2025/06/20,WAITING/LOBBY 100,Wall Drywall,not started
2025/06/20,WAITING/LOBBY 100,Wall Drywall Finish,not started
2025/06/20,WAITING/LOBBY 100,Wall Prime Paint,not started
2025/06/20,WOMENS RESTROOM 113,In Wall Insulation,no data
2025/06/20,WOMENS RESTROOM 113,Overhead Duct Insulation,no data
2025/06/20,WOMENS RESTROOM 113,Overhead Duct Rough In,no data
2025/06/20,WOMENS RESTROOM 113,Overhead Plumbing,no data
2025/06/20,WOMENS RESTROOM 113,Wall Drywall,complete
2025/06/20,WOMENS RESTROOM 113,Wall Drywall Finish,in progress
2025/06/20,WOMENS RESTROOM 113,Wall Prime Paint,not started
2025/07/07,ADMIN ASSISTANT 125,In Wall Insulation,no data
2025/07/07,ADMIN ASSISTANT 125,Overhead Duct Insulation,no data
2025/07/07,ADMIN ASSISTANT 125,Overhead Duct Rough In,no data
2025/07/07,ADMIN ASSISTANT 125,Overhead Plumbing,no data
2025/07/07,ADMIN ASSISTANT 125,Wall Drywall,complete
2025/07/07,ADMIN ASSISTANT 125,Wall Drywall Finish,complete
2025/07/07,ADMIN ASSISTANT 125,Wall Prime Paint,complete
2025/07/07,AV ROOM 103,In Wall Insulation,no data
2025/07/07,AV ROOM 103,Overhead Duct Insulation,no data
2025/07/07,AV ROOM 103,Overhead Duct Rough In,no data
2025/07/07,AV ROOM 103,Overhead Plumbing,no data
2025/07/07,AV ROOM 103,Wall Drywall,no data
2025/07/07,AV ROOM 103,Wall Drywall Finish,no data
2025/07/07,AV ROOM 103,Wall Prime Paint,no data
2025/07/07,BREAK ROOM CONFERENCE 182,In Wall Insulation,no data
2025/07/07,BREAK ROOM CONFERENCE 182,Overhead Duct Insulation,no data
2025/07/07,BREAK ROOM CONFERENCE 182,Overhead Duct Rough In,no data
2025/07/07,BREAK ROOM CONFERENCE 182,Overhead Plumbing,no data
2025/07/07,BREAK ROOM CONFERENCE 182,Wall Drywall,complete
2025/07/07,BREAK ROOM CONFERENCE 182,Wall Drywall Finish,complete
2025/07/07,BREAK ROOM CONFERENCE 182,Wall Prime Paint,complete
2025/07/07,Background-159,In Wall Insulation,complete
2025/07/07,Background-159,Overhead Duct Insulation,in progress
2025/07/07,Background-159,Overhead Duct Rough In,in progress
2025/07/07,Background-159,Overhead Plumbing,not started
2025/07/07,Background-159,Wall Drywall,complete
2025/07/07,Background-159,Wall Drywall Finish,complete
2025/07/07,Background-159,Wall Prime Paint,complete
2025/07/07,CENTRAL BREAKROOM 145,In Wall Insulation,no data
2025/07/07,CENTRAL BREAKROOM 145,Overhead Duct Insulation,in progress
2025/07/07,CENTRAL BREAKROOM 145,Overhead Duct Rough In,no data
2025/07/07,CENTRAL BREAKROOM 145,Overhead Plumbing,in progress
2025/07/07,CENTRAL BREAKROOM 145,Wall Drywall,in progress
2025/07/07,CENTRAL BREAKROOM 145,Wall Drywall Finish,in progress
2025/07/07,CENTRAL BREAKROOM 145,Wall Prime Paint,not started
2025/07/07,COLD CASE 175,In Wall Insulation,no data
2025/07/07,COLD CASE 175,Overhead Duct Insulation,complete
2025/07/07,COLD CASE 175,Overhead Duct Rough In,no data
2025/07/07,COLD CASE 175,Overhead Plumbing,in progress
2025/07/07,COLD CASE 175,Wall Drywall,complete
2025/07/07,COLD CASE 175,Wall Drywall Finish,complete
2025/07/07,COLD CASE 175,Wall Prime Paint,complete
2025/07/07,COMMUNITY AFFAIRS 124,In Wall Insulation,no data
2025/07/07,COMMUNITY AFFAIRS 124,Overhead Duct Insulation,no data
2025/07/07,COMMUNITY AFFAIRS 124,Overhead Duct Rough In,no data
2025/07/07,COMMUNITY AFFAIRS 124,Overhead Plumbing,no data
2025/07/07,COMMUNITY AFFAIRS 124,Wall Drywall,complete
2025/07/07,COMMUNITY AFFAIRS 124,Wall Drywall Finish,no data
2025/07/07,COMMUNITY AFFAIRS 124,Wall Prime Paint,no data
2025/07/07,COMMUNITY ROOM 247 PPL 102,In Wall Insulation,no data
2025/07/07,COMMUNITY ROOM 247 PPL 102,Overhead Duct Insulation,in progress
2025/07/07,COMMUNITY ROOM 247 PPL 102,Overhead Duct Rough In,no data
2025/07/07,COMMUNITY ROOM 247 PPL 102,Overhead Plumbing,not started
2025/07/07,COMMUNITY ROOM 247 PPL 102,Wall Drywall,complete
2025/07/07,COMMUNITY ROOM 247 PPL 102,Wall Drywall Finish,complete
2025/07/07,COMMUNITY ROOM 247 PPL 102,Wall Prime Paint,complete
2025/07/07,CONFERENCE ROOM 153,In Wall Insulation,complete
2025/07/07,CONFERENCE ROOM 153,Overhead Duct Insulation,no data
2025/07/07,CONFERENCE ROOM 153,Overhead Duct Rough In,no data
2025/07/07,CONFERENCE ROOM 153,Overhead Plumbing,not started
2025/07/07,CONFERENCE ROOM 153,Wall Drywall,complete
2025/07/07,CONFERENCE ROOM 153,Wall Drywall Finish,complete
2025/07/07,CONFERENCE ROOM 153,Wall Prime Paint,complete
2025/07/07,CONFERENCE/WAR ROOM 163,In Wall Insulation,no data
2025/07/07,CONFERENCE/WAR ROOM 163,Overhead Duct Insulation,in progress
2025/07/07,CONFERENCE/WAR ROOM 163,Overhead Duct Rough In,no data
2025/07/07,CONFERENCE/WAR ROOM 163,Overhead Plumbing,not started
2025/07/07,CONFERENCE/WAR ROOM 163,Wall Drywall,complete
2025/07/07,CONFERENCE/WAR ROOM 163,Wall Drywall Finish,complete
2025/07/07,CONFERENCE/WAR ROOM 163,Wall Prime Paint,complete
2025/07/07,COPY 176,In Wall Insulation,complete
2025/07/07,COPY 176,Overhead Duct Insulation,complete
2025/07/07,COPY 176,Overhead Duct Rough In,in progress
2025/07/07,COPY 176,Overhead Plumbing,not started
2025/07/07,COPY 176,Wall Drywall,complete
2025/07/07,COPY 176,Wall Drywall Finish,complete
2025/07/07,COPY 176,Wall Prime Paint,complete
2025/07/07,COPY/MAIL ROOM 114,In Wall Insulation,complete
2025/07/07,COPY/MAIL ROOM 114,Overhead Duct Insulation,no data
2025/07/07,COPY/MAIL ROOM 114,Overhead Duct Rough In,no data
2025/07/07,COPY/MAIL ROOM 114,Overhead Plumbing,in progress
2025/07/07,COPY/MAIL ROOM 114,Wall Drywall,complete
2025/07/07,COPY/MAIL ROOM 114,Wall Drywall Finish,complete
2025/07/07,COPY/MAIL ROOM 114,Wall Prime Paint,complete
2025/07/07,CORRIDOR 107,In Wall Insulation,complete
2025/07/07,CORRIDOR 107,Overhead Duct Insulation,in progress
2025/07/07,CORRIDOR 107,Overhead Duct Rough In,in progress
2025/07/07,CORRIDOR 107,Overhead Plumbing,in progress
2025/07/07,CORRIDOR 107,Wall Drywall,complete
2025/07/07,CORRIDOR 107,Wall Drywall Finish,complete
2025/07/07,CORRIDOR 107,Wall Prime Paint,complete
2025/07/07,CORRIDOR 108,In Wall Insulation,complete
2025/07/07,CORRIDOR 108,In Wall Insulation,no data
2025/07/07,CORRIDOR 108,Overhead Duct Insulation,in progress
2025/07/07,CORRIDOR 108,Overhead Duct Insulation,no data
2025/07/07,CORRIDOR 108,Overhead Duct Rough In,in progress
2025/07/07,CORRIDOR 108,Overhead Duct Rough In,no data
2025/07/07,CORRIDOR 108,Overhead Plumbing,in progress
2025/07/07,CORRIDOR 108,Overhead Plumbing,no data
2025/07/07,CORRIDOR 108,Wall Drywall,complete
2025/07/07,CORRIDOR 108,Wall Drywall,complete
2025/07/07,CORRIDOR 108,Wall Drywall Finish,complete
2025/07/07,CORRIDOR 108,Wall Drywall Finish,complete
2025/07/07,CORRIDOR 108,Wall Prime Paint,complete
2025/07/07,CORRIDOR 108,Wall Prime Paint,in progress
2025/07/07,CORRIDOR 109,In Wall Insulation,complete
2025/07/07,CORRIDOR 109,Overhead Duct Insulation,in progress
2025/07/07,CORRIDOR 109,Overhead Duct Rough In,in progress
2025/07/07,CORRIDOR 109,Overhead Plumbing,in progress
2025/07/07,CORRIDOR 109,Wall Drywall,complete
2025/07/07,CORRIDOR 109,Wall Drywall Finish,complete
2025/07/07,CORRIDOR 109,Wall Prime Paint,complete
2025/07/07,CORRIDOR 110,In Wall Insulation,no data
2025/07/07,CORRIDOR 110,In Wall Insulation,no data
2025/07/07,CORRIDOR 110,Overhead Duct Insulation,no data
2025/07/07,CORRIDOR 110,Overhead Duct Insulation,no data
2025/07/07,CORRIDOR 110,Overhead Duct Rough In,no data
2025/07/07,CORRIDOR 110,Overhead Duct Rough In,no data
2025/07/07,CORRIDOR 110,Overhead Plumbing,in progress
2025/07/07,CORRIDOR 110,Overhead Plumbing,in progress
2025/07/07,CORRIDOR 110,Wall Drywall,complete
2025/07/07,CORRIDOR 110,Wall Drywall,complete
2025/07/07,CORRIDOR 110,Wall Drywall Finish,complete
2025/07/07,CORRIDOR 110,Wall Drywall Finish,complete
2025/07/07,CORRIDOR 110,Wall Prime Paint,complete
2025/07/07,CORRIDOR 110,Wall Prime Paint,in progress
2025/07/07,CORRIDOR 181,In Wall Insulation,complete
2025/07/07,CORRIDOR 181,Overhead Duct Insulation,not started
2025/07/07,CORRIDOR 181,Overhead Duct Rough In,in progress
2025/07/07,CORRIDOR 181,Overhead Plumbing,in progress
2025/07/07,CORRIDOR 181,Wall Drywall,complete
2025/07/07,CORRIDOR 181,Wall Drywall Finish,complete
2025/07/07,CORRIDOR 181,Wall Prime Paint,complete
2025/07/07,CORRIDOR144,In Wall Insulation,no data
2025/07/07,CORRIDOR144,Overhead Duct Insulation,in progress
2025/07/07,CORRIDOR144,Overhead Duct Rough In,no data
2025/07/07,CORRIDOR144,Overhead Plumbing,no data
2025/07/07,CORRIDOR144,Wall Drywall,complete
2025/07/07,CORRIDOR144,Wall Drywall Finish,complete
2025/07/07,CORRIDOR144,Wall Prime Paint,complete
2025/07/07,CPL 173,In Wall Insulation,complete
2025/07/07,CPL 173,Overhead Duct Insulation,complete
2025/07/07,CPL 173,Overhead Duct Rough In,in progress
2025/07/07,CPL 173,Overhead Plumbing,in progress
2025/07/07,CPL 173,Wall Drywall,complete
2025/07/07,CPL 173,Wall Drywall Finish,complete
2025/07/07,CPL 173,Wall Prime Paint,complete
2025/07/07,CPL 174,In Wall Insulation,complete
2025/07/07,CPL 174,Overhead Duct Insulation,no data
2025/07/07,CPL 174,Overhead Duct Rough In,no data
2025/07/07,CPL 174,Overhead Plumbing,no data
2025/07/07,CPL 174,Wall Drywall,complete
2025/07/07,CPL 174,Wall Drywall Finish,complete
2025/07/07,CPL 174,Wall Prime Paint,in progress
2025/07/07,DRY STORAGE 146,In Wall Insulation,complete
2025/07/07,DRY STORAGE 146,Overhead Duct Insulation,not started
2025/07/07,DRY STORAGE 146,Overhead Duct Rough In,in progress
2025/07/07,DRY STORAGE 146,Overhead Plumbing,not started
2025/07/07,DRY STORAGE 146,Wall Drywall,complete
2025/07/07,DRY STORAGE 146,Wall Drywall Finish,complete
2025/07/07,DRY STORAGE 146,Wall Prime Paint,in progress
2025/07/07,FIRE RISER 178,In Wall Insulation,no data
2025/07/07,FIRE RISER 178,Overhead Duct Insulation,no data
2025/07/07,FIRE RISER 178,Overhead Duct Rough In,no data
2025/07/07,FIRE RISER 178,Overhead Plumbing,no data
2025/07/07,FIRE RISER 178,Wall Drywall,no data
2025/07/07,FIRE RISER 178,Wall Drywall Finish,no data
2025/07/07,FIRE RISER 178,Wall Prime Paint,no data
2025/07/07,GREETING ROOM 106,In Wall Insulation,no data
2025/07/07,GREETING ROOM 106,Overhead Duct Insulation,complete
2025/07/07,GREETING ROOM 106,Overhead Duct Rough In,in progress
2025/07/07,GREETING ROOM 106,Overhead Plumbing,not started
2025/07/07,GREETING ROOM 106,Wall Drywall,complete
2025/07/07,GREETING ROOM 106,Wall Drywall Finish,complete
2025/07/07,GREETING ROOM 106,Wall Prime Paint,complete
2025/07/07,HR 149,In Wall Insulation,complete
2025/07/07,HR 149,Overhead Duct Insulation,complete
2025/07/07,HR 149,Overhead Duct Rough In,in progress
2025/07/07,HR 149,Overhead Plumbing,not started
2025/07/07,HR 149,Wall Drywall,complete
2025/07/07,HR 149,Wall Drywall Finish,complete
2025/07/07,HR 149,Wall Prime Paint,complete
2025/07/07,HR 150,In Wall Insulation,complete
2025/07/07,HR 150,Overhead Duct Insulation,complete
2025/07/07,HR 150,Overhead Duct Rough In,no data
2025/07/07,HR 150,Overhead Plumbing,no data
2025/07/07,HR 150,Wall Drywall,complete
2025/07/07,HR 150,Wall Drywall Finish,complete
2025/07/07,HR 150,Wall Prime Paint,complete
2025/07/07,HR 151,In Wall Insulation,complete
2025/07/07,HR 151,Overhead Duct Insulation,in progress
2025/07/07,HR 151,Overhead Duct Rough In,in progress
2025/07/07,HR 151,Overhead Plumbing,complete
2025/07/07,HR 151,Wall Drywall,complete
2025/07/07,HR 151,Wall Drywall Finish,complete
2025/07/07,HR 151,Wall Prime Paint,complete
2025/07/07,HR 154,In Wall Insulation,complete
2025/07/07,HR 154,Overhead Duct Insulation,in progress
2025/07/07,HR 154,Overhead Duct Rough In,in progress
2025/07/07,HR 154,Overhead Plumbing,in progress
2025/07/07,HR 154,Wall Drywall,complete
2025/07/07,HR 154,Wall Drywall Finish,complete
2025/07/07,HR 154,Wall Prime Paint,complete
2025/07/07,HR 155,In Wall Insulation,complete
2025/07/07,HR 155,Overhead Duct Insulation,in progress
2025/07/07,HR 155,Overhead Duct Rough In,in progress
2025/07/07,HR 155,Overhead Plumbing,not started
2025/07/07,HR 155,Wall Drywall,complete
2025/07/07,HR 155,Wall Drywall Finish,complete
2025/07/07,HR 155,Wall Prime Paint,complete
2025/07/07,HR 156,In Wall Insulation,complete
2025/07/07,HR 156,Overhead Duct Insulation,complete
2025/07/07,HR 156,Overhead Duct Rough In,in progress
2025/07/07,HR 156,Overhead Plumbing,not started
2025/07/07,HR 156,Wall Drywall,complete
2025/07/07,HR 156,Wall Drywall Finish,complete
2025/07/07,HR 156,Wall Prime Paint,complete
2025/07/07,HR 157,In Wall Insulation,complete
2025/07/07,HR 157,Overhead Duct Insulation,not started
2025/07/07,HR 157,Overhead Duct Rough In,in progress
2025/07/07,HR 157,Overhead Plumbing,in progress
2025/07/07,HR 157,Wall Drywall,complete
2025/07/07,HR 157,Wall Drywall Finish,complete
2025/07/07,HR 157,Wall Prime Paint,complete
2025/07/07,HUMAN RESOURCES 148,In Wall Insulation,complete
2025/07/07,HUMAN RESOURCES 148,Overhead Duct Insulation,in progress
2025/07/07,HUMAN RESOURCES 148,Overhead Duct Rough In,no data
2025/07/07,HUMAN RESOURCES 148,Overhead Plumbing,no data
2025/07/07,HUMAN RESOURCES 148,Wall Drywall,complete
2025/07/07,HUMAN RESOURCES 148,Wall Drywall Finish,complete
2025/07/07,HUMAN RESOURCES 148,Wall Prime Paint,in progress
2025/07/07,INTERNAL AFFAIRS 119,In Wall Insulation,complete
2025/07/07,INTERNAL AFFAIRS 119,Overhead Duct Insulation,in progress
2025/07/07,INTERNAL AFFAIRS 119,Overhead Duct Rough In,no data
2025/07/07,INTERNAL AFFAIRS 119,Overhead Plumbing,complete
2025/07/07,INTERNAL AFFAIRS 119,Wall Drywall,complete
2025/07/07,INTERNAL AFFAIRS 119,Wall Drywall Finish,complete
2025/07/07,INTERNAL AFFAIRS 119,Wall Prime Paint,complete
